Chakana sotuvchi,Sotuvchi ID,Hisob-faktura sanasi,Hudud,Viloyat,Shahar,Mahsulot,Birlik narxi (so'm),Sotilgan birlik,Jami savdo (so'm),Operatsion foyda (so'm),Operatsion marja,Sotuv usuli
SneakerPro,1185732,2021-12-12,Toshkent hududi,Toshkent shahri,Yunusobod,Ayollar uchun sport poyabzali,569250,175,996187500,348665625,0.35,Outlet do'kon
SneakerPro,1185732,2021-12-13,Toshkent hududi,Toshkent shahri,Yunusobod,Erkaklar kiyimi,695750,125,869687500,260906250,0.3,Outlet do'kon
SneakerPro,1185732,2021-12-14,Toshkent hududi,Toshkent shahri,Yunusobod,Ayollar kiyimi,759000,225,1707750000,426937500,0.25,Outlet do'kon
SneakerPro,1185732,2021-12-15,Toshkent hududi,Toshkent shahri,Yunusobod,Erkaklar uchun kundalik poyabzal,759000,400,3036000000,1518000000,0.5,Outlet do'kon
SneakerPro,1185732,2021-12-16,Toshkent hududi,Toshkent shahri,Yunusobod,Erkaklar uchun sport poyabzali,632500,225,1423125000,426937500,0.3,Outlet do'kon
SneakerPro,1185732,2021-12-17,Toshkent hududi,Toshkent shahri,Yunusobod,Ayollar uchun kundalik poyabzal,632500,125,790625000,276718750,0.35,Outlet do'kon
SneakerPro,1185732,2021-12-18,Toshkent hududi,Toshkent shahri,Yunusobod,Ayollar uchun sport poyabzali,632500,100,632500000,221375000,0.35,Outlet do'kon
SneakerPro,1185732,2021-12-19,Toshkent hududi,Toshkent shahri,Yunusobod,Erkaklar kiyimi,759000,100,759000000,227700000,0.3,Outlet do'kon
SneakerPro,1185732,2021-12-20,Toshkent hududi,Toshkent shahri,Yunusobod,Ayollar kiyimi,822250,225,1850062500,462515625,0.25,Outlet do'kon
SneakerPro,1185732,2021-12-21,Toshkent hududi,Toshkent shahri,Yunusobod,Erkaklar uchun kundalik poyabzal,885500,375,3320625000,1826343750,0.55,Outlet do'kon
SneakerPro,1185732,2021-12-22,Toshkent hududi,Toshkent shahri,Yunusobod,Erkaklar uchun sport poyabzali,759000,200,1518000000,531300000,0.35,Outlet do'kon
SneakerPro,1185732,2021-12-23,Toshkent hududi,Toshkent shahri,Yunusobod,Ayollar uchun kundalik poyabzal,759000,195,1480050000,592020000,0.4,Outlet do'kon
SneakerPro,1185732,2021-12-24,Toshkent hududi,Toshkent shahri,Yunusobod,Ayollar uchun sport poyabzali,759000,175,1328250000,531300000,0.4,Outlet do'kon
SneakerPro,1185732,2021-12-25,Toshkent hududi,Toshkent shahri,Yunusobod,Erkaklar kiyimi,885500,150,1328250000,464887500,0.35,Outlet do'kon
SneakerPro,1185732,2021-12-26,Toshkent hududi,Toshkent shahri,Yunusobod,Ayollar kiyimi,948750,250,2371875000,711562500,0.3,Outlet do'kon
SneakerPro,1185732,2021-12-27,Toshkent hududi,Toshkent shahri,Yunusobod,Erkaklar uchun kundalik poyabzal,885500,475,4206125000,2313368750,0.55,Outlet do'kon
SneakerPro,1185732,2021-12-28,Toshkent hududi,Toshkent shahri,Yunusobod,Erkaklar uchun sport poyabzali,759000,275,2087250000,730537500,0.35,Outlet do'kon
SneakerPro,1185732,2021-12-29,Toshkent hududi,Toshkent shahri,Yunusobod,Ayollar uchun kundalik poyabzal,759000,225,1707750000,683100000,0.4,Outlet do'kon
SneakerPro,1185732,2021-12-30,Toshkent hududi,Toshkent shahri,Yunusobod,Ayollar uchun sport poyabzali,759000,175,1328250000,531300000,0.4,Outlet do'kon
SneakerPro,1185732,2021-12-31,Toshkent hududi,Toshkent shahri,Yunusobod,Erkaklar kiyimi,885500,175,1549625000,542368750,0.35,Outlet do'kon
SneakerPro,1185732,2020-01-01,Toshkent hududi,Toshkent shahri,Yunusobod,Ayollar kiyimi,948750,275,2609062500,782718750,0.3,Outlet do'kon
ActiveGear,1128299,2020-01-02,Toshkent hududi,Toshkent shahri,Yunusobod,Erkaklar uchun kundalik poyabzal,442750,450,1992375000,796950000,0.4,Outlet do'kon
ActiveGear,1128299,2020-01-03,Toshkent hududi,Toshkent shahri,Yunusobod,Erkaklar uchun sport poyabzali,569250,450,2561625000,640406250,0.25,Outlet do'kon
ActiveGear,1128299,2020-01-04,Toshkent hududi,Toshkent shahri,Yunusobod,Ayollar uchun kundalik poyabzal,569250,450,2561625000,1024650000,0.4,Outlet do'kon
ActiveGear,1128299,2020-01-05,Toshkent hududi,Toshkent shahri,Yunusobod,Ayollar uchun sport poyabzali,569250,300,1707750000,597712500,0.35,Outlet do'kon
ActiveGear,1128299,2020-01-06,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar kiyimi,632500,250,1581250000,869687500,0.55,Outlet do'kon
ActiveGear,1128299,2020-01-07,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar kiyimi,569250,475,2703937500,540787500,0.2,Outlet do'kon
ActiveGear,1128299,2020-01-08,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun kundalik poyabzal,442750,525,2324437500,929775000,0.4,Outlet do'kon
ActiveGear,1128299,2020-01-09,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun sport poyabzali,569250,425,2419312500,604828125,0.25,Outlet do'kon
ActiveGear,1128299,2020-01-10,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun kundalik poyabzal,569250,425,2419312500,967725000,0.4,Outlet do'kon
ActiveGear,1128299,2020-01-11,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun sport poyabzali,569250,275,1565437500,547903125,0.35,Outlet do'kon
ActiveGear,1128299,2020-01-12,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar kiyimi,632500,200,1265000000,695750000,0.55,Outlet do'kon
ActiveGear,1128299,2020-01-13,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar kiyimi,569250,400,2277000000,455400000,0.2,Outlet do'kon
ActiveGear,1128299,2020-01-14,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun kundalik poyabzal,569250,550,3130875000,1252350000,0.4,Outlet do'kon
ActiveGear,1128299,2020-01-15,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun sport poyabzali,695750,400,2783000000,695750000,0.25,Outlet do'kon
ActiveGear,1128299,2020-01-16,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun kundalik poyabzal,695750,400,2783000000,1113200000,0.4,Outlet do'kon
ActiveGear,1128299,2020-01-17,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun sport poyabzali,695750,300,2087250000,730537500,0.35,Outlet do'kon
ActiveGear,1128299,2020-01-18,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar kiyimi,759000,175,1328250000,730537500,0.55,Outlet do'kon
ActiveGear,1128299,2020-01-19,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar kiyimi,695750,375,2609062500,521812500,0.2,Outlet do'kon
ActiveGear,1128299,2020-01-20,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun kundalik poyabzal,759000,550,4174500000,1669800000,0.4,Outlet do'kon
ActiveGear,1128299,2020-01-21,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun sport poyabzali,822250,350,2877875000,719468750,0.25,Outlet do'kon
ActiveGear,1128299,2020-01-22,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun kundalik poyabzal,822250,400,3289000000,1315600000,0.4,Outlet do'kon
ActiveGear,1128299,2020-01-23,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun sport poyabzali,759000,300,2277000000,796950000,0.35,Outlet do'kon
ActiveGear,1128299,2020-01-24,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar kiyimi,822250,200,1644500000,904475000,0.55,Outlet do'kon
ActiveGear,1128299,2020-01-25,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar kiyimi,1012000,350,3542000000,708400000,0.2,Outlet do'kon
ActiveGear,1128299,2020-01-26,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun kundalik poyabzal,759000,550,4174500000,1878525000,0.45,Outlet do'kon
ActiveGear,1128299,2020-01-27,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun sport poyabzali,822250,400,3289000000,986700000,0.3,Outlet do'kon
ActiveGear,1128299,2020-01-28,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun kundalik poyabzal,822250,400,3289000000,1480050000,0.45,Outlet do'kon
ActiveGear,1128299,2020-01-29,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun sport poyabzali,759000,300,2277000000,910800000,0.4,Outlet do'kon
ActiveGear,1128299,2020-01-30,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar kiyimi,822250,200,1644500000,986700000,0.6000000000000001,Outlet do'kon
ActiveGear,1128299,2020-01-31,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar kiyimi,1012000,450,4554000000,1138500000,0.25,Outlet do'kon
ActiveGear,1128299,2020-02-01,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun kundalik poyabzal,759000,700,5313000000,2390850000,0.45,Outlet do'kon
ActiveGear,1128299,2020-02-02,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun sport poyabzali,822250,550,4522375000,1356712500,0.3,Outlet do'kon
ActiveGear,1128299,2020-02-03,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun kundalik poyabzal,822250,550,4522375000,2035068750,0.45,Outlet do'kon
ActiveGear,1128299,2020-02-04,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun sport poyabzali,759000,425,3225750000,1290300000,0.4,Outlet do'kon
ActiveGear,1128299,2020-02-05,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar kiyimi,822250,300,2466750000,1480050000,0.6000000000000001,Outlet do'kon
ActiveGear,1128299,2020-02-06,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar kiyimi,1012000,600,6072000000,1518000000,0.25,Outlet do'kon
ActiveGear,1128299,2020-02-07,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun kundalik poyabzal,759000,750,5692500000,2277000000,0.4,Outlet do'kon
ActiveGear,1128299,2020-02-08,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun sport poyabzali,822250,600,4933500000,1233375000,0.25,Outlet do'kon
ActiveGear,1128299,2020-02-09,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun kundalik poyabzal,822250,550,4522375000,1808950000,0.4,Do'konda
ActiveGear,1128299,2020-02-10,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun sport poyabzali,759000,450,3415500000,1195425000,0.35,Do'konda
ActiveGear,1128299,2020-02-11,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar kiyimi,822250,500,4111250000,2261187500,0.55,Do'konda
ActiveGear,1128299,2020-02-12,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar kiyimi,1012000,500,5060000000,1012000000,0.2,Do'konda
ActiveGear,1128299,2020-02-13,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun kundalik poyabzal,822250,700,5755750000,2302300000,0.4,Do'konda
ActiveGear,1128299,2020-02-14,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun sport poyabzali,885500,650,5755750000,1438937500,0.25,Do'konda
ActiveGear,1128299,2020-02-15,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun kundalik poyabzal,822250,525,4316812500,1726725000,0.4,Do'konda
ActiveGear,1128299,2020-02-16,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun sport poyabzali,822250,475,3905687500,1366990625,0.35,Do'konda
ActiveGear,1128299,2020-02-17,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar kiyimi,948750,475,4506562500,2478609375,0.55,Do'konda
ActiveGear,1128299,2020-02-18,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar kiyimi,1012000,400,4048000000,809600000,0.2,Do'konda
ActiveGear,1128299,2020-02-19,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun kundalik poyabzal,759000,600,4554000000,1593900000,0.35,Do'konda
ActiveGear,1128299,2020-02-20,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun sport poyabzali,822250,600,4933500000,986700000,0.2,Do'konda
ActiveGear,1128299,2020-02-21,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun kundalik poyabzal,759000,450,3415500000,1195425000,0.35,Do'konda
ActiveGear,1128299,2020-02-22,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun sport poyabzali,759000,400,3036000000,910800000,0.3,Do'konda
ActiveGear,1128299,2020-02-23,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar kiyimi,885500,400,3542000000,1771000000,0.5000000000000001,Do'konda
ActiveGear,1128299,2020-02-24,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar kiyimi,948750,450,4269375000,640406250,0.15,Do'konda
ActiveGear,1128299,2020-02-25,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun kundalik poyabzal,759000,550,4174500000,1461075000,0.35,Do'konda
ActiveGear,1128299,2020-02-26,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun sport poyabzali,822250,550,4522375000,904475000,0.2,Do'konda
ActiveGear,1128299,2020-02-27,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun kundalik poyabzal,759000,375,2846250000,996187500,0.35,Do'konda
ActiveGear,1128299,2020-02-28,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun sport poyabzali,759000,350,2656500000,796950000,0.3,Do'konda
ActiveGear,1128299,2020-03-01,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar kiyimi,885500,325,2877875000,1438937500,0.5000000000000001,Do'konda
ActiveGear,1128299,2020-03-02,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar kiyimi,948750,375,3557812500,533671875,0.15,Do'konda
ActiveGear,1128299,2020-03-03,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun kundalik poyabzal,759000,575,4364250000,1527487500,0.35,Do'konda
ActiveGear,1128299,2020-03-04,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun sport poyabzali,822250,575,4727937500,945587500,0.2,Do'konda
ActiveGear,1128299,2020-03-05,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun kundalik poyabzal,759000,425,3225750000,1129012500,0.35,Do'konda
ActiveGear,1128299,2020-03-06,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun sport poyabzali,759000,400,3036000000,910800000,0.3,Do'konda
ActiveGear,1128299,2020-03-07,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar kiyimi,885500,350,3099250000,1549625000,0.5000000000000001,Do'konda
ActiveGear,1128299,2020-03-08,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar kiyimi,948750,475,4506562500,675984375,0.15,Do'konda
ActiveGear,1128299,2020-03-09,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun kundalik poyabzal,759000,675,5123250000,1793137500,0.35,Do'konda
ActiveGear,1128299,2020-03-10,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun sport poyabzali,822250,675,5550187500,1110037500,0.2,Do'konda
ActiveGear,1128299,2020-03-11,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun kundalik poyabzal,759000,475,3605250000,1261837500,0.35,Do'konda
ActiveGear,1128299,2020-03-12,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun sport poyabzali,759000,475,3605250000,1081575000,0.3,Do'konda
ActiveGear,1128299,2020-03-13,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar kiyimi,885500,400,3542000000,1771000000,0.5000000000000001,Do'konda
ActiveGear,1128299,2020-03-14,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar kiyimi,948750,500,4743750000,711562500,0.15,Do'konda
ActiveGear,1128299,2020-03-15,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun kundalik poyabzal,379500,425,1612875000,564506250,0.35,Do'konda
ActiveGear,1128299,2020-03-16,G'arbiy hudud,Xorazm viloyati,Xonqa,Erkaklar uchun sport poyabzali,506000,425,2150500000,430100000,0.2,Do'konda
ActiveGear,1128299,2020-03-17,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun kundalik poyabzal,506000,425,2150500000,752675000,0.35,Do'konda
ActiveGear,1128299,2020-03-18,G'arbiy hudud,Xorazm viloyati,Xonqa,Ayollar uchun sport poyabzali,506000,275,1391500000,417450000,0.3,Do'konda
ActiveGear,1128299,2020-03-19,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar kiyimi,569250,225,1280812500,640406250,0.5,Do'konda
ActiveGear,1128299,2020-03-20,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar kiyimi,506000,475,2403500000,360525000,0.15,Do'konda
ActiveGear,1128299,2020-03-21,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun kundalik poyabzal,379500,525,1992375000,697331250,0.35,Do'konda
ActiveGear,1128299,2020-03-22,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun sport poyabzali,506000,425,2150500000,430100000,0.2,Do'konda
ActiveGear,1128299,2020-03-23,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun kundalik poyabzal,506000,425,2150500000,752675000,0.35,Do'konda
ActiveGear,1128299,2020-03-24,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun sport poyabzali,506000,275,1391500000,417450000,0.3,Do'konda
ActiveGear,1128299,2020-03-25,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar kiyimi,569250,200,1138500000,569250000,0.5,Do'konda
ActiveGear,1128299,2020-03-26,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar kiyimi,506000,400,2024000000,303600000,0.15,Do'konda
ActiveGear,1128299,2020-03-27,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun kundalik poyabzal,506000,550,2783000000,974050000,0.35,Do'konda
ActiveGear,1128299,2020-03-28,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun sport poyabzali,632500,400,2530000000,506000000,0.2,Do'konda
ActiveGear,1128299,2020-03-29,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun kundalik poyabzal,695750,400,2783000000,974050000,0.35,Do'konda
ActiveGear,1128299,2020-03-30,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun sport poyabzali,695750,300,2087250000,626175000,0.3,Do'konda
ActiveGear,1128299,2020-03-31,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar kiyimi,759000,150,1138500000,569250000,0.5,Do'konda
ActiveGear,1128299,2020-04-01,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar kiyimi,695750,350,2435125000,365268750,0.15,Do'konda
ActiveGear,1128299,2020-04-02,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun kundalik poyabzal,759000,525,3984750000,1394662500,0.35,Do'konda
ActiveGear,1128299,2020-04-03,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun sport poyabzali,822250,325,2672312500,534462500,0.2,Do'konda
ActiveGear,1128299,2020-04-04,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun kundalik poyabzal,822250,375,3083437500,1079203125,0.35,Do'konda
ActiveGear,1128299,2020-04-05,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun sport poyabzali,759000,275,2087250000,626175000,0.3,Do'konda
ActiveGear,1128299,2020-04-06,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar kiyimi,822250,175,1438937500,719468750,0.5,Do'konda
ActiveGear,1128299,2020-04-07,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar kiyimi,1012000,325,3289000000,493350000,0.15,Do'konda
ActiveGear,1128299,2020-04-08,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun kundalik poyabzal,759000,525,3984750000,1992375000,0.5,Do'konda
ActiveGear,1128299,2020-04-09,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun sport poyabzali,822250,375,3083437500,1079203125,0.35,Do'konda
ActiveGear,1128299,2020-04-10,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun kundalik poyabzal,822250,375,3083437500,1541718750,0.5,Do'konda
ActiveGear,1128299,2020-04-11,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun sport poyabzali,759000,275,2087250000,939262500,0.45,Do'konda
ActiveGear,1128299,2020-04-12,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar kiyimi,822250,175,1438937500,935309375,0.6500000000000001,Do'konda
ActiveGear,1128299,2020-04-13,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar kiyimi,1012000,475,4807000000,1442100000,0.3,Do'konda
ActiveGear,1128299,2020-04-14,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun kundalik poyabzal,759000,725,5502750000,2751375000,0.5,Do'konda
ActiveGear,1128299,2020-04-15,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun sport poyabzali,822250,575,4727937500,1654778125,0.35,Do'konda
ActiveGear,1128299,2020-04-16,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun kundalik poyabzal,822250,575,4727937500,2363968750,0.5,Do'konda
ActiveGear,1128299,2020-04-17,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun sport poyabzali,822250,450,3700125000,1665056250,0.45,Do'konda
ActiveGear,1128299,2020-04-18,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar kiyimi,885500,325,2877875000,1870618750,0.6500000000000001,Do'konda
ActiveGear,1128299,2020-04-19,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar kiyimi,1075250,625,6720312500,2016093750,0.3,Do'konda
ActiveGear,1128299,2020-04-20,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun kundalik poyabzal,822250,775,6372437500,2867596875,0.45,Do'konda
ActiveGear,1128299,2020-04-21,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun sport poyabzali,885500,625,5534375000,1660312500,0.3,Do'konda
ActiveGear,1128299,2020-04-22,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun kundalik poyabzal,885500,575,5091625000,2291231250,0.45,Do'konda
ActiveGear,1128299,2020-04-23,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun sport poyabzali,822250,475,3905687500,1562275000,0.4,Do'konda
ActiveGear,1128299,2020-04-24,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar kiyimi,885500,525,4648875000,2789325000,0.6000000000000001,Do'konda
ActiveGear,1128299,2020-04-25,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar kiyimi,1075250,525,5645062500,1411265625,0.25,Do'konda
ActiveGear,1128299,2020-04-26,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun kundalik poyabzal,885500,725,6419875000,2888943750,0.45,Do'konda
ActiveGear,1128299,2020-04-27,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun sport poyabzali,948750,675,6404062500,1921218750,0.3,Do'konda
ActiveGear,1128299,2020-04-28,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun kundalik poyabzal,885500,550,4870250000,2191612500,0.45,Do'konda
ActiveGear,1128299,2020-04-29,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun sport poyabzali,885500,500,4427500000,1771000000,0.4,Do'konda
ActiveGear,1128299,2020-04-30,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar kiyimi,948750,500,4743750000,2846250000,0.6000000000000001,Do'konda
ActiveGear,1128299,2020-05-01,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar kiyimi,1012000,400,4048000000,1012000000,0.25,Do'konda
ActiveGear,1128299,2020-05-02,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun kundalik poyabzal,822250,600,4933500000,1973400000,0.4,Do'konda
ActiveGear,1128299,2020-05-03,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun sport poyabzali,885500,600,5313000000,1328250000,0.25,Do'konda
ActiveGear,1128299,2020-05-04,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun kundalik poyabzal,822250,450,3700125000,1480050000,0.4,Do'konda
ActiveGear,1128299,2020-05-05,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar uchun sport poyabzali,822250,400,3289000000,1151150000,0.35,Do'konda
ActiveGear,1128299,2020-05-06,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar kiyimi,948750,400,3795000000,2087250000,0.5500000000000002,Do'konda
ActiveGear,1128299,2020-05-07,G'arbiy hudud,Xorazm viloyati,Shovot,Ayollar kiyimi,885500,425,3763375000,752675000,0.2,Do'konda
ActiveGear,1128299,2020-05-08,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun kundalik poyabzal,695750,525,3652687500,1461075000,0.4,Do'konda
ActiveGear,1128299,2020-05-09,G'arbiy hudud,Xorazm viloyati,Shovot,Erkaklar uchun sport poyabzali,759000,525,3984750000,996187500,0.25,Do'konda
